WellName,TotalProdMonths,OIL_BBL
STRAIN 20 UNIT 2 2027SH,11,5230.486410359472
STRAIN 20 UNIT 2 2027SH,12,4422.138510576644
STRAIN 20 UNIT 2 2027SH,13,3920.9703903808463
STRAIN 20 UNIT 2 2027SH,14,3585.279629093016
STRAIN 20 UNIT 2 2027SH,15,3206.7750348192667
STRAIN 20 UNIT 2 2027SH,16,2480.265966230764
STRAIN 20 UNIT 2 2027SH,17,292.0616522471057
STRAIN 20 UNIT 2 2027SH,18,197.9666171251593
STRAIN 20 UNIT 2 2027SH,19,1111.4073215493092
STRAIN 20 UNIT 2 2027SH,20,1988.191049501001
STRAIN 20 UNIT 2 2027SH,21,2048.1019994204576
STRAIN 20 UNIT 2 2027SH,22,2743.589983268057
STRAIN 20 UNIT 2 2027SH,23,1939.8834060876848
STRAIN 20 UNIT 2 2027SH,24,2744.016227180527
STRAIN 20 UNIT 2 2027SH,25,2560.778705252958
STRAIN 20 UNIT 2 2027SH,26,2356.4184294407414
STRAIN 20 UNIT 2 2027SH,27,2439.5359923724773
STRAIN 20 UNIT 2 2027SH,28,2005.7144103470084
STRAIN 20 UNIT 2 2027SH,29,1882.932483338163
STRAIN 20 UNIT 2 2027SH,30,2003.819992958251
STRAIN 20 UNIT 2 2027SH,31,1826.897195659873
STRAIN 20 UNIT 2 2027SH,32,1727.7086585468446
STRAIN 20 UNIT 2 2027SH,33,1802.917028880517
STRAIN 20 UNIT 2 2027SH,34,1506.535428409406
STRAIN 20 UNIT 2 2027SH,35,1211.4799201104245
STRAIN 20 UNIT 2 2027SH,36,2288.882449531536
STRAIN 20 UNIT 2 2027SH,37,1682.2426412166649
