API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-06-01,18,30,1001,0,1427
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-07-01,19,31,6594,4201,9555
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-08-01,20,31,9493,5625,13985
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-09-01,21,30,7694,3907,11520
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-10-01,22,31,8767,5984,13341
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-11-01,23,30,7432,4654,11494
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-12-01,24,31,7425,5012,11671
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-01-01,25,31,8043,4885,12853
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-02-01,26,29,7384,6422,11990
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-03-01,27,31,8583,5867,14161
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-04-01,28,30,7288,9748,12221
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-05-01,29,31,6723,11400,11458
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-06-01,30,30,5928,11212,10268
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-07-01,31,31,5388,11109,9486
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-08-01,32,31,4929,10486,8822
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-09-01,33,30,4521,10368,8224
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-10-01,34,31,4425,10418,8181
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-11-01,35,30,472,2121,887
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2020-12-01,36,31,2158,5257,4121
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-01-01,37,31,3197,7294,6207
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-02-01,38,28,1406,4213,2773
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-03-01,39,31,2842,8024,5694
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-04-01,40,30,2748,9655,5595
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-05-01,41,31,2902,9859,6006
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-06-01,42,30,2696,8435,5671
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-07-01,43,31,3269,8944,6988
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-08-01,44,31,5605,10998,12181
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-09-01,45,30,4597,6172,10154
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-10-01,46,31,4507,5965,10118
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-11-01,47,30,4173,4143,9521
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2021-12-01,48,31,3388,8165,7857
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-01-01,49,31,3114,7787,7341
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-02-01,50,28,3587,5253,8590
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-03-01,51,31,4422,4478,10757
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-04-01,52,30,2829,2872,6995
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-05-01,53,31,1,0,3
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-06-01,54,30,391,1202,999
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-07-01,55,31,787,1887,2043
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-08-01,56,31,2029,3789,5354
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-09-01,57,30,2401,3764,6440
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-10-01,58,31,2751,3816,7499
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2022-11-01,59,30,2733,3560,7572
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-06-01,1,30,27888,28399,58449
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-07-01,2,31,28381,28674,59534
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-08-01,3,31,30902,32948,64978
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-09-01,4,30,22082,31933,46543
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-10-01,5,31,16005,31972,33814
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-11-01,6,30,12507,30269,26487
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2021-12-01,7,31,9393,26553,19939
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-01-01,8,31,7993,24205,17008
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-02-01,9,28,6015,21945,12829
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-03-01,10,31,5796,21749,12390
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-04-01,11,30,4452,16348,9540
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-05-01,12,31,4900,16345,10524
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-06-01,13,30,4953,19652,10665
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-07-01,14,31,3603,18406,7777
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-08-01,15,31,2122,11420,4592
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-09-01,16,30,2333,11042,5060
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-10-01,17,31,3847,15136,8362
42-317-42483,7992,10351,EXXON,DARK STAR UNIT 2 2125SH,2022-11-01,18,30,4062,18263,8851
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2019-12-01,1,31,33316,45397,36935
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-01-01,2,31,30322,65089,33315
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-02-01,3,29,21570,55595,23493
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-03-01,4,31,21888,69112,23633
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-04-01,5,30,17651,64197,18891
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-05-01,6,31,7280,15818,7722
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-06-01,7,30,18143,55520,19076
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-07-01,8,31,13027,57977,13577
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-08-01,9,31,11348,56955,11721
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-09-01,10,30,9279,47468,9499
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-10-01,11,31,8496,45248,8621
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-11-01,12,30,7514,40183,7557
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2020-12-01,13,31,6940,40128,6919
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-01-01,14,31,5364,34072,5300
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-02-01,15,28,570,5654,559
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-03-01,16,31,428,3310,416
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-04-01,17,30,2322,8997,2235
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-05-01,18,31,4289,11925,4092
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-06-01,19,30,4273,14556,4041
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-07-01,20,31,5910,17677,5540
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-08-01,21,31,4176,13288,3879
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-09-01,22,30,5713,20371,5261
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-10-01,23,31,5505,22685,5025
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-11-01,24,30,4900,24660,4433
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2021-12-01,25,31,5238,29592,4697
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-01-01,26,31,4303,26243,3824
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-02-01,27,28,3647,22812,3213
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-03-01,28,31,4294,29102,3751
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-04-01,29,30,3786,28699,3279
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-05-01,30,31,3697,28212,3174
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-06-01,31,30,3732,26298,3175
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-07-01,32,31,3220,26745,2716
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-08-01,33,31,2587,19894,2162
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-09-01,34,30,4727,18274,3916
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-10-01,35,31,3588,19946,2946
42-317-41792,8113,10353,EXXON,STRAIN 20 UNIT 2 2046SH,2022-11-01,36,30,3319,19842,2701
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2018-12-01,1,31,11001,9059,23686
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-01-01,2,31,8574,9754,18461
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-02-01,3,28,10195,15316,21948
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-03-01,4,31,17159,22796,36956
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-04-01,5,30,17947,46958,38669
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-05-01,6,31,16994,46041,36632
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-06-01,7,30,13207,40130,28482
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-07-01,8,31,12504,36673,26978
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-08-01,9,31,10207,40960,22031
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-09-01,10,30,7849,39260,16948
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-10-01,11,31,7379,41840,15942
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-11-01,12,30,6091,35973,13165
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2019-12-01,13,31,7756,27887,16770
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-01-01,14,31,7709,39763,16676
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-02-01,15,29,5641,30411,12208
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-03-01,16,31,6567,37174,14217
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-04-01,17,30,2908,20994,6300
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-05-01,18,31,5368,34662,11631
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-06-01,19,30,4869,31547,10555
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-07-01,20,31,5026,34620,10901
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-08-01,21,31,4781,35016,10373
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-09-01,22,30,4186,34239,9087
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-10-01,23,31,3099,34254,6729
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-11-01,24,30,2960,28860,6432
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2020-12-01,25,31,2321,20274,5044
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-01-01,26,31,2727,21074,5930
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-02-01,27,28,1292,21032,2811
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-03-01,28,31,2846,21208,6194
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-04-01,29,30,2900,26334,6315
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-05-01,30,31,2760,23540,6011
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-06-01,31,30,3046,26087,6638
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-07-01,32,31,3005,31076,6551
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-08-01,33,31,2776,31075,6055
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-09-01,34,30,2261,29627,4934
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-10-01,35,31,2607,24567,5691
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-11-01,36,30,2115,20703,4620
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2021-12-01,37,31,2420,33532,5287
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-01-01,38,31,1924,29036,4205
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-02-01,39,28,1470,79222,3214
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-03-01,40,31,1146,10475,2508
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-04-01,41,30,1948,10994,4263
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-05-01,42,31,2456,10120,5378
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-06-01,43,30,1928,10881,4223
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-07-01,44,31,1340,22455,2937
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-08-01,45,31,2476,22948,5430
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-09-01,46,30,405,7390,888
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-10-01,47,31,59,3452,131
42-317-41346,8303,10344,EXXON,LENORAH 1-23 0623SH,2022-11-01,48,30,21,1395,46
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2018-12-01,1,31,16505,19189,65358
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-01-01,2,31,11790,16469,58268
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-02-01,3,28,7666,0,32804
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-03-01,4,31,13578,33622,62161
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-04-01,5,30,13352,50422,65561
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-05-01,6,31,11169,29811,58816
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-06-01,7,30,8962,28198,50618
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-07-01,8,31,8462,28129,51257
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-08-01,9,31,3563,54671,23175
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-09-01,10,30,2978,52708,20776
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-10-01,11,31,2311,46480,17290
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-11-01,12,30,1681,39212,13489
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2019-12-01,13,31,2325,37503,20012
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-01-01,14,31,1850,45609,17091
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-02-01,15,29,1303,32150,12895
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-03-01,16,31,1122,34903,11899
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-04-01,17,30,740,24670,8421
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-05-01,18,31,1018,10063,12419
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-06-01,19,30,1130,27104,14779
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-07-01,20,31,1129,46681,15837
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-08-01,21,31,953,42781,14352
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-09-01,22,30,723,38882,11679
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-10-01,23,31,544,44708,9424
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-11-01,24,30,462,39827,8587
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2020-12-01,25,31,255,14718,5085
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-01-01,26,31,271,8048,5794
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-02-01,27,28,142,9071,3245
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-03-01,28,31,282,16076,6899
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-04-01,29,30,190,9231,4994
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-05-01,30,31,130,5640,3632
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-06-01,31,30,187,8714,5530
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-07-01,32,31,182,11522,5658
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-08-01,33,31,78,12331,2524
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-09-01,34,30,98,13166,3318
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-10-01,35,31,143,10054,4983
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-11-01,36,30,126,20542,4510
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2021-12-01,37,31,136,29451,4971
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-01-01,38,31,101,24706,3792
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-02-01,39,28,61,61391,2326
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-03-01,40,31,49,10695,1892
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-04-01,41,30,61,5565,2385
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-05-01,42,31,38,2438,1478
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-06-01,43,30,23,2086,899
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-07-01,44,31,57,7440,2270
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-08-01,45,31,55,8437,2213
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-09-01,46,30,45,6563,1821
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-10-01,47,31,18,4605,743
42-317-41397,8343,10350,EXXON,LENORAH 1-02 0642SH,2022-11-01,48,30,16,5536,656
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-04-01,1,30,17389,14838,49691
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-05-01,2,31,38776,40186,110849
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-06-01,3,30,29315,38924,83705
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-07-01,4,31,27119,36199,77346
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-08-01,5,31,29642,41764,84441
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-09-01,6,30,21262,40639,60499
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-10-01,7,31,15470,40853,43965
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-11-01,8,30,12135,38832,34448
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2021-12-01,9,31,9148,34202,25938
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-01-01,10,31,7814,31304,22131
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-02-01,11,28,5902,28493,16697
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-03-01,12,31,5708,28348,16131
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-04-01,13,30,4402,21394,12423
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-05-01,14,31,4863,21475,13708
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-06-01,15,30,4934,25924,13895
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-07-01,16,31,3603,24377,10135
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-08-01,17,31,2131,15187,5986
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-09-01,18,30,2351,14743,6598
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-10-01,19,31,3891,20291,10907
42-317-42471,7915,10377,EXXON,DARK STAR UNIT 2 2128SH,2022-11-01,20,30,4124,24581,11546
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-01-01,1,31,1141,827,3532
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-02-01,2,28,17803,12824,64173
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-03-01,3,31,16208,12261,50889
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-04-01,4,30,15754,10206,49083
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-05-01,5,31,13030,7695,40284
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-06-01,6,30,8427,5776,25852
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-07-01,7,31,12449,8881,37897
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-08-01,8,31,13577,10226,41008
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-09-01,9,30,12490,10532,37434
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-10-01,10,31,11855,8339,35258
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-11-01,11,30,12521,11231,36952
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2018-12-01,12,31,9481,8153,27765
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-01-01,13,31,4310,2330,12523
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-02-01,14,28,1760,0,5076
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-03-01,15,31,10362,6516,29661
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-04-01,16,30,8678,422,24649
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-05-01,17,31,3853,2429,10860
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-06-01,18,30,7062,4380,19752
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-07-01,19,31,8558,5493,23751
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-08-01,20,31,8424,4772,23197
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-09-01,21,30,6874,3577,18783
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-10-01,22,31,10544,8421,28589
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-11-01,23,30,10271,8511,27635
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2019-12-01,24,31,10390,7258,27740
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2020-01-01,25,31,10930,10098,28953
42-317-40901,8081,9310,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 60 206HL,2020-02-01,26,29,9989,11315,26260
