API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-04-01,61,30,2537,9742,3963
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-05-01,62,31,1738,7271,2735
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-06-01,63,30,1328,3435,2105
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-07-01,64,31,1873,5784,2991
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-08-01,65,31,2874,15275,4626
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-09-01,66,30,3283,23082,5324
42-317-40541,8230,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 10 201HL,2022-10-01,67,31,3354,15648,5480
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-06-01,1,30,19454,17388,44178
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-07-01,2,31,27974,26367,63808
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-08-01,3,31,22330,30434,51264
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-09-01,4,30,20394,34902,47117
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-10-01,5,31,15235,29945,35423
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-11-01,6,30,13233,31120,30963
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2018-12-01,7,31,11179,31156,26323
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-01-01,8,31,8987,27233,21298
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-02-01,9,28,2257,6178,5383
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-03-01,10,31,4248,1015,10191
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-04-01,11,30,4073,3089,9833
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-05-01,12,31,7731,10439,18784
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-06-01,13,30,6682,12005,16338
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-07-01,14,31,7862,15710,19345
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-08-01,15,31,7355,18360,18216
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-09-01,16,30,5391,15497,13436
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-10-01,17,31,6319,16604,15849
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-11-01,18,30,5755,18587,14525
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2019-12-01,19,31,5929,19608,15061
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-01-01,20,31,5724,17634,14634
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-02-01,21,29,5389,19295,13864
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-03-01,22,31,4865,23154,12594
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-04-01,23,30,4113,18715,10714
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-05-01,24,31,4086,19579,10713
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-06-01,25,30,3306,18765,8722
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-07-01,26,31,3886,18711,10317
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-08-01,27,31,3688,18179,9856
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-09-01,28,30,2712,14544,7295
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-10-01,29,31,2357,11735,6380
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-11-01,30,30,2061,10998,5614
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2020-12-01,31,31,2298,6252,6297
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-01-01,32,31,2488,13332,6863
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-02-01,33,28,1831,11777,5081
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-03-01,34,31,2602,13886,7266
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-04-01,35,30,2147,12601,6035
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-05-01,36,31,2330,16450,6590
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-06-01,37,30,2169,17941,6174
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-07-01,38,31,1983,17601,5681
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-08-01,39,31,1776,17875,5119
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-09-01,40,30,1486,12785,4310
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-10-01,41,31,1652,16265,4822
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-11-01,42,30,1508,15300,4431
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2021-12-01,43,31,1206,15555,3567
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-01-01,44,31,1151,12705,3426
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-02-01,45,28,1140,12632,3415
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-03-01,46,31,1277,13642,3846
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-04-01,47,30,1162,14663,3524
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-05-01,48,31,582,12370,1776
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-06-01,49,30,604,8682,1855
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-07-01,50,31,575,6813,1778
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-08-01,51,31,847,9757,2634
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-09-01,52,30,834,9608,2610
42-317-41051,8192,7372,"VENCER ENERGY, LLC",MCMURRY-CRIM 60 206HL,2022-10-01,53,31,861,8748,2710
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-06-01,1,30,13757,20765,47919
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-07-01,2,31,18983,26305,66152
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-08-01,3,31,22747,23289,79361
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-09-01,4,30,28153,39619,98333
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-10-01,5,31,23555,44406,82366
42-317-43595,8302,10377,EXXON,STRAIN 19 UNIT 2 1935 1925SH,2022-11-01,6,30,19291,37407,67530
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2019-10-01,1,31,9446,10974,28377
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2019-11-01,2,30,28003,33255,84127
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2019-12-01,3,31,20718,27044,62242
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-01-01,4,31,19872,40877,59551
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-02-01,5,29,14141,34906,42037
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-03-01,6,31,14354,43381,42329
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-04-01,7,30,11580,40286,33870
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-05-01,8,31,4778,9924,13859
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-06-01,9,30,11911,34823,34271
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-07-01,10,31,8556,36354,24416
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-08-01,11,31,7456,35704,21101
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-09-01,12,30,6098,29749,17118
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-10-01,13,31,5586,28351,15552
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-11-01,14,30,4942,25171,13646
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2020-12-01,15,31,4566,25130,12506
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-01-01,16,31,3530,21332,9589
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-02-01,17,28,375,3539,1012
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-03-01,18,31,282,2071,754
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-04-01,19,30,1530,5628,4056
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-05-01,20,31,2827,7459,7434
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-06-01,21,30,2817,9102,7349
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-07-01,22,31,3898,11050,10085
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-08-01,23,31,2755,8304,7069
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-09-01,24,30,3771,12728,9596
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-10-01,25,31,3635,14170,9175
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-11-01,26,30,3236,15400,8102
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2021-12-01,27,31,3461,18475,8594
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-01-01,28,31,2844,16380,7004
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-02-01,29,28,2411,14235,5891
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-03-01,30,31,2840,18155,6883
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-04-01,31,30,2505,17899,6023
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-05-01,32,31,2447,17591,5836
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-06-01,33,30,2471,16394,5844
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-07-01,34,31,2133,16667,5003
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-08-01,35,31,1714,12395,3988
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-09-01,36,30,3133,11383,7230
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-10-01,37,31,2379,12421,5445
42-317-41791,8127,10353,EXXON,STRAIN 20 UNIT 2 2047SH,2022-11-01,38,30,2201,12353,4997
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2019-10-01,1,31,11822,9345,30048
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2019-11-01,2,30,39752,41966,100474
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2019-12-01,3,31,34116,44504,85486
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-01-01,4,31,27802,43327,69052
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-02-01,5,29,19231,34056,47361
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-03-01,6,31,18715,40784,45698
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-04-01,7,30,14837,37180,35918
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-05-01,8,31,4979,9516,11949
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-06-01,9,30,14838,33418,35303
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-07-01,10,31,10614,36520,25034
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-08-01,11,31,8825,32341,20633
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-09-01,12,30,7912,31248,18338
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-10-01,13,31,8127,31999,18674
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-11-01,14,30,7069,29183,16103
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2020-12-01,15,31,5343,23524,12067
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-01-01,16,31,5226,20859,11699
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-02-01,17,28,3050,11635,6771
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-03-01,18,31,3687,10272,8118
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-04-01,19,30,3730,8687,8140
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-05-01,20,31,3605,7172,7801
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-06-01,21,30,3432,7974,7362
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-07-01,22,31,3805,9855,8092
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-08-01,23,31,1647,8237,3472
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-09-01,24,30,3327,6926,6952
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-10-01,25,31,3857,5075,7990
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-11-01,26,30,3236,11247,6647
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2021-12-01,27,31,3182,11265,6480
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-01-01,28,31,2487,9073,5019
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-02-01,29,28,1075,10851,2152
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-03-01,30,31,31,218,62
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-04-01,31,30,86,379,169
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-05-01,32,31,1045,242,2039
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-06-01,33,30,1600,247,3094
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-07-01,34,31,1681,141,3223
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-08-01,35,31,1170,200,2224
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-09-01,36,30,1399,238,2636
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-10-01,37,31,2971,273,5549
42-317-41926,8153,10353,EXXON,STRAIN 20 UNIT 1 2024SH,2022-11-01,38,30,2757,3472,5105
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-05-01,1,31,17062,16462,16481
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-06-01,2,30,32726,30459,25155
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-07-01,3,31,35656,35446,30581
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-08-01,4,31,30278,33975,27590
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-09-01,5,30,26042,32975,25188
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-10-01,6,31,23402,32463,24023
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-11-01,7,30,21211,30857,23111
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2018-12-01,8,31,14293,24461,16529
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-01-01,9,31,12924,23197,15879
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-02-01,10,28,10583,22015,13775
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-03-01,11,31,10500,22746,14476
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-04-01,12,30,9121,20931,13349
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-05-01,13,31,8622,19258,13392
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-06-01,14,30,7466,17396,12308
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-07-01,15,31,6921,16098,12110
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-08-01,16,31,6000,12875,11155
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-09-01,17,30,6289,12373,12409
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-10-01,18,31,6533,14359,13681
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-11-01,19,30,5944,13746,13213
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2019-12-01,20,31,5491,14219,12956
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-01-01,21,31,5084,13418,12743
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-02-01,22,29,3654,9843,9713
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-03-01,23,31,4489,11653,12653
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-04-01,24,30,3999,11941,11963
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-05-01,25,31,3736,12402,11861
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-06-01,26,30,3245,11094,10937
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-07-01,27,31,3115,11453,11142
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-08-01,28,31,2836,11121,10778
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-09-01,29,30,2501,10044,10089
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-10-01,30,31,2440,9549,10445
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-11-01,31,30,2319,8711,10536
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2020-12-01,32,31,2141,6139,10325
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-01-01,33,31,1961,8590,10049
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-02-01,34,28,1058,4227,5743
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-03-01,35,31,1966,8588,11305
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-04-01,36,30,1601,7236,9769
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-05-01,37,31,1501,7827,9721
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-06-01,38,30,936,5017,6434
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-07-01,39,31,125,97,911
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-08-01,40,31,1198,1795,9286
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-09-01,41,30,892,676,7344
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-10-01,42,31,898,1926,7845
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-11-01,43,30,869,1835,8054
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2021-12-01,44,31,601,1908,5910
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-01-01,45,31,585,1528,6117
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-02-01,46,28,490,1551,5429
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-03-01,47,31,10,80,118
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-04-01,48,30,309,360,3843
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-05-01,49,31,5,245,72
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-06-01,50,30,504,1146,7076
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-07-01,51,31,464,975,6904
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-08-01,52,31,381,714,6027
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-09-01,53,30,216,431,3628
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-10-01,54,31,244,882,4342
42-317-41007,8255,7422,PIONEER,STRAIN RANCH 24-25 2815H,2022-11-01,55,30,227,1024,4286
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2021-08-01,1,31,24922,29937,41684
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2021-09-01,2,30,28142,45643,47092
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2021-10-01,3,31,20404,45674,34164
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2021-11-01,4,30,15950,43218,26722
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2021-12-01,5,31,11982,37891,20086
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-01-01,6,31,10199,34521,17108
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-02-01,7,28,7677,31283,12886
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-03-01,8,31,7400,30987,12428
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-04-01,9,30,5686,23279,9555
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-05-01,10,31,6260,23261,10526
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-06-01,11,30,6330,27953,10650
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-07-01,12,31,4607,26166,7755
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-08-01,13,31,2714,16226,4572
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-09-01,14,30,2985,15680,5031
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-10-01,15,31,4923,21482,8302
42-317-42478,7930,10404,EXXON,DARK STAR UNIT 2 2127SH,2022-11-01,16,30,5200,25906,8774
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-01-01,1,31,13578,11517,14410
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-02-01,2,28,31990,23946,36276
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-03-01,3,31,22853,19818,25558
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-04-01,4,30,24075,23749,27365
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-05-01,5,31,26485,23904,30597
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-06-01,6,30,22639,21640,26581
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-07-01,7,31,24068,25365,28721
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-08-01,8,31,21533,26382,26123
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-09-01,9,30,18842,24720,23233
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-10-01,10,31,19263,23080,24140
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-11-01,11,30,18975,21279,24168
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2018-12-01,12,31,15999,19308,20711
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-01-01,13,31,15043,19295,19797
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-02-01,14,28,10197,15788,13632
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-03-01,15,31,13423,13206,18228
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-04-01,16,30,15185,12457,20959
42-317-40903,8068,9462,"VENCER ENERGY, LLC",TEXACO-MCMURRY B 80 208HL,2019-05-01,17,0,0,0,0
