API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-05-01,1,31,369,256,521
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-06-01,2,30,9046,7205,13550
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-07-01,3,31,8277,9401,12466
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-08-01,4,31,8645,10927,13092
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-09-01,5,30,7093,10786,10800
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-10-01,6,31,5413,10057,8287
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-11-01,7,30,4787,6055,7369
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2018-12-01,8,31,4475,10282,6926
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-01-01,9,31,3636,9938,5659
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-02-01,10,28,2402,8112,3757
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-03-01,11,31,3182,7280,5003
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-04-01,12,30,3400,9196,5375
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-05-01,13,31,2931,6725,4659
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-06-01,14,30,2854,8404,4561
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-07-01,15,31,2471,7467,3970
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-08-01,16,31,3467,11162,5603
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-09-01,17,30,3105,12260,5045
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-10-01,18,31,3114,11886,5086
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-11-01,19,30,2550,11296,4189
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2019-12-01,20,31,2073,10484,3423
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-01-01,21,31,2392,12469,3971
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-02-01,22,29,1928,11585,3218
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-03-01,23,31,1905,11876,3198
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-04-01,24,30,1719,14219,2901
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-05-01,25,31,1792,12146,3040
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-06-01,26,30,1544,11829,2634
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-07-01,27,31,1388,12367,2380
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-08-01,28,31,1533,11904,2643
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-09-01,29,30,1460,10825,2532
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-10-01,30,31,1335,9476,2328
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-11-01,31,30,1193,9624,2091
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2020-12-01,32,31,1319,5218,2325
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-01-01,33,31,1196,8002,2119
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-02-01,34,28,615,6804,1095
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-03-01,35,31,1159,10896,2076
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-04-01,36,30,1137,9951,2046
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-05-01,37,31,1047,10853,1896
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-06-01,38,30,979,9650,1782
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-07-01,39,31,925,11333,1693
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-08-01,40,31,975,12053,1794
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-09-01,41,30,844,13359,1561
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-10-01,42,31,745,11631,1386
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-11-01,43,30,670,10648,1254
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2021-12-01,44,31,645,10948,1214
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-01-01,45,31,607,11908,1148
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-02-01,46,28,601,10513,1142
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-03-01,47,31,686,12411,1311
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-04-01,48,30,485,10240,931
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-05-01,49,31,375,13168,724
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-06-01,50,30,363,8573,704
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-07-01,51,31,362,8341,706
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-08-01,52,31,372,8330,731
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-09-01,53,30,325,8076,641
42-317-40940,8577,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 105HA,2022-10-01,54,31,442,10543,877
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-03-01,1,31,7756,6133,31375
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-04-01,2,30,20309,15278,82562
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-05-01,3,31,10419,12876,40877
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-06-01,4,30,11587,21222,43871
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-07-01,5,31,9290,16892,33947
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-08-01,6,31,8242,19936,29046
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-09-01,7,30,7412,15714,25211
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-10-01,8,31,7644,16407,25090
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-11-01,9,30,5917,16093,18742
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2019-12-01,10,31,5612,14459,17156
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-01-01,11,31,6312,16109,18611
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-02-01,12,29,5673,14036,16151
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-03-01,13,31,5300,14018,14573
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-04-01,14,30,5204,13745,13807
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-05-01,15,31,5770,15587,14774
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-06-01,16,30,5053,14975,12486
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-07-01,17,31,4767,15060,11369
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-08-01,18,31,4459,14230,10257
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-09-01,19,30,4082,13670,9062
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-10-01,20,31,4228,13910,9058
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-11-01,21,30,1005,3359,2078
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2020-12-01,22,31,1042,5258,2079
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-01-01,23,31,2317,6287,4459
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-02-01,24,28,1615,3677,3002
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-03-01,25,31,3809,7638,6843
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-04-01,26,30,4026,9581,6979
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-05-01,27,31,4401,10063,7363
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-06-01,28,30,4130,10180,6669
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-07-01,29,31,4124,11161,6427
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-08-01,30,31,4029,12588,6055
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-09-01,31,30,3322,9489,4818
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-10-01,32,31,3816,8935,5342
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-11-01,33,30,3502,9831,4731
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2021-12-01,34,31,3607,9904,4702
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-01-01,35,31,4110,9297,5167
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-02-01,36,28,3704,7821,4500
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-03-01,37,31,3525,8586,4137
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-04-01,38,30,2885,7330,3268
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-05-01,39,0,0,0,0
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-06-01,40,30,179,1157,189
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-07-01,41,31,368,340,374
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-08-01,42,31,285,795,279
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-09-01,43,30,728,1077,690
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-10-01,44,31,1272,1746,1164
42-317-41650,8649,10222,"VENCER ENERGY, LLC",TEXACO 41-MCMURRY B 40 104HB,2022-11-01,45,30,1553,2369,1371
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2019-10-01,1,31,11249,9950,15036
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2019-11-01,2,30,33279,30085,44472
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2019-12-01,3,31,22926,22715,30451
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-01-01,4,31,20921,32583,27615
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-02-01,5,29,14920,27842,19576
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-03-01,6,31,15179,34627,19796
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-04-01,7,30,12273,32178,15909
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-05-01,8,31,5075,7932,6538
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-06-01,9,30,12680,27853,16237
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-07-01,10,31,9128,29098,11618
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-08-01,11,31,7973,28598,10085
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-09-01,12,30,6536,23845,8217
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-10-01,13,31,6000,22739,7497
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-11-01,14,30,5320,20203,6607
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2020-12-01,15,31,4927,20184,6081
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-01-01,16,31,3818,17145,4683
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-02-01,17,28,407,2846,496
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-03-01,18,31,306,1667,371
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-04-01,19,30,1665,4533,2006
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-05-01,20,31,3084,6011,3693
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-06-01,21,30,3080,7340,3666
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-07-01,22,31,4272,8918,5053
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-08-01,23,31,3026,6707,3558
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-09-01,24,30,4151,10286,4850
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-10-01,25,31,4011,11460,4658
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-11-01,26,30,3579,12463,4131
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2021-12-01,27,31,3836,14962,4400
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-01-01,28,31,3159,13274,3602
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-02-01,29,28,2684,11544,3042
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-03-01,30,31,3168,14733,3570
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-04-01,31,30,2801,14535,3137
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-05-01,32,31,2743,14295,3053
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-06-01,33,30,2775,13331,3070
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-07-01,34,31,2401,13563,2640
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-08-01,35,31,1934,10093,2113
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-09-01,36,30,3543,9276,3848
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-10-01,37,31,2696,10129,2911
42-317-41789,8591,10354,EXXON,STRAIN 20 UNIT 2 2017AH,2022-11-01,38,30,2500,10080,2683
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-04-01,1,30,5554,4440,4113
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-05-01,2,31,26230,20595,22655
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-06-01,3,30,24867,16315,19547
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-07-01,4,31,22370,12095,17811
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-08-01,5,31,15917,6375,12839
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-09-01,6,30,15746,58546,12864
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-10-01,7,31,15893,20632,13152
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-11-01,8,30,15853,8031,13287
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2020-12-01,9,31,14076,4799,11950
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-01-01,10,31,13120,5772,11284
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-02-01,11,28,8158,3556,7104
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-03-01,12,31,13156,7876,11599
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-04-01,13,30,11988,6950,10705
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-05-01,14,31,10389,5567,9397
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-06-01,15,30,9617,6676,8810
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-07-01,16,31,10317,10900,9573
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-08-01,17,31,10248,7803,9634
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-09-01,18,30,9134,9374,8697
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-10-01,19,31,8758,7692,8446
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-11-01,20,30,7153,2631,6987
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2021-12-01,21,31,8613,8941,8522
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-01-01,22,31,8086,8814,8105
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-02-01,23,28,5868,5506,5955
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-03-01,24,31,5038,0,5176
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-04-01,25,30,9401,9149,9784
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-05-01,26,31,7114,7665,7499
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-06-01,27,30,7128,7350,7610
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-07-01,28,31,8378,9824,9060
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-08-01,29,31,7518,7681,8237
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-09-01,30,30,7889,9134,8754
42-317-42219,8752,10280,CHEVRON,VLT MAUSER MAGNUM UNIT 0041WA,2022-10-01,31,31,7308,8915,8214
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-05-01,1,31,25834,25424,47524
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-06-01,2,30,25235,24615,46420
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-07-01,3,31,25506,29908,46919
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-08-01,4,31,16980,28250,31234
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-09-01,5,30,13621,33170,25053
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-10-01,6,31,11567,35889,21276
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-11-01,7,30,9278,33673,17065
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2021-12-01,8,31,8883,35814,16338
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-01-01,9,31,6453,27957,11867
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-02-01,10,28,5128,21380,9431
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-03-01,11,31,5330,25941,9803
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-04-01,12,30,3768,21814,6929
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-05-01,13,31,3910,23119,7191
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-06-01,14,30,3539,21908,6507
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-07-01,15,31,3880,25307,7134
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-08-01,16,31,3008,19986,5532
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-09-01,17,30,3464,22527,6370
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-10-01,18,31,3325,22568,6113
42-317-42454,8566,10409,EXXON,DARK STAR UNIT 1 2111AH,2022-11-01,19,30,2809,23179,5164
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-07-01,1,31,15955,17168,24536
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-08-01,2,31,23715,26878,36565
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-09-01,3,30,16924,26041,26175
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-10-01,4,31,12251,26065,19004
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-11-01,5,30,9561,24669,14877
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2021-12-01,6,31,7171,21633,11192
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-01-01,7,31,6094,19714,9541
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-02-01,8,28,4580,17868,7192
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-03-01,9,31,4408,17703,6942
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-04-01,10,30,3382,13303,5342
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-05-01,11,31,3717,13296,5889
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-06-01,12,30,3753,15981,5964
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-07-01,13,31,2727,14963,4346
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-08-01,14,31,1604,9281,2565
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-09-01,15,30,1761,8971,2824
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-10-01,16,31,2900,12293,4664
42-317-42476,8477,10372,EXXON,DARK STAR UNIT 2 2117AH,2022-11-01,17,30,3058,14828,4934
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-05-01,1,31,31638,22639,34556
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-06-01,2,30,43954,32078,47387
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-07-01,3,31,38122,28751,39715
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-08-01,4,31,31630,24209,31823
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-09-01,5,30,26923,21980,26174
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-10-01,6,31,23221,19215,21815
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-11-01,7,30,14095,13465,12795
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2019-12-01,8,31,18438,17877,16173
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-01-01,9,31,19092,20552,16173
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-02-01,10,29,16083,16044,13172
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-03-01,11,31,16336,15125,12936
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-04-01,12,30,13775,13362,10540
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-05-01,13,31,14083,12540,10413
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-06-01,14,30,13022,11263,9304
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-07-01,15,31,13261,11657,9155
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-08-01,16,31,13187,13403,8792
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-09-01,17,30,12649,14188,8149
42-317-41464,8428,9872,PIONEER,MEEK-HARDIN 3A 1H,2020-10-01,18,31,11868,13874,7388
