FIELD,MAJOR,RESERVOIR,API_UWI,TVD_FT,LateralLength_FT,ENVOperator,WellName,ProducingMonth,TotalProdMonths,ProducingDays,LiquidsProd_BBL,GasProd_MCF,WaterProd_BBL
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-03-01,59,31,88,1171,3060
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-04-01,60,30,214,3607,7578
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-05-01,61,31,271,10283,9776
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-06-01,62,30,184,9345,6754
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-07-01,63,31,1357,5240,50426
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-08-01,64,31,53,2010,1993
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-09-01,65,30,38,4339,1446
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-10-01,66,31,46,2384,1766
IDARADO2,OIL,LSS,42-317-40342,8156,10253,EXXON,LENORAH UNIT 2 0625SH,2022-11-01,67,30,172,2019,6651
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2017-12-01,1,31,9387,895,19166
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-01-01,2,31,5888,2688,12101
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-02-01,3,28,10677,7430,22106
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-03-01,4,31,11069,10696,23086
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-04-01,5,30,8399,12845,17653
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-05-01,6,31,1806,3480,3825
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-06-01,7,30,7278,6842,15533
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-07-01,8,31,10269,10521,22086
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-08-01,9,31,9487,8781,20565
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-09-01,10,30,9440,6733,20621
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-10-01,11,31,7809,6326,17189
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-11-01,12,30,6246,6133,13854
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2018-12-01,13,31,5540,5040,12383
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-01-01,14,31,3477,3366,7833
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-02-01,15,28,203,0,462
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-03-01,16,31,6744,3444,15420
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-04-01,17,30,6826,10377,15729
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-05-01,18,31,6390,5854,14837
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-06-01,19,30,6000,5316,14038
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-07-01,20,31,6117,5503,14424
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-08-01,21,31,6336,5724,15056
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-09-01,22,30,5569,10288,13336
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-10-01,23,31,6988,13988,16861
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-11-01,24,30,7016,7531,17059
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2019-12-01,25,31,7194,8137,17627
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-01-01,26,31,6353,8551,15688
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-02-01,27,29,5536,9144,13775
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-03-01,28,31,6320,10139,15846
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-04-01,29,30,4642,8358,11728
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-05-01,30,31,3584,7938,9125
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-06-01,31,30,3803,9020,9757
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-07-01,32,31,4114,8325,10638
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-08-01,33,31,3834,7780,9989
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-09-01,34,30,3346,7993,8785
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-10-01,35,31,3265,6434,8640
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-11-01,36,30,3184,7147,8488
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2020-12-01,37,31,3237,2233,8698
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-01-01,38,31,3037,4362,8224
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-02-01,39,28,1683,4183,4593
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-03-01,40,31,3389,4699,9314
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-04-01,41,30,2954,5845,8182
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-05-01,42,31,2130,5110,5946
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-06-01,43,30,1852,6901,5208
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-07-01,44,31,2408,3652,6825
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-08-01,45,31,2275,6765,6499
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-09-01,46,30,2312,6635,6656
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-10-01,47,31,2392,7240,6938
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-11-01,48,30,2095,6631,6123
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2021-12-01,49,31,1283,2720,3780
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-01-01,50,31,847,3561,2514
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-02-01,51,28,707,3943,2114
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-03-01,52,31,2886,6220,8696
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-04-01,53,30,2429,5981,7375
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-05-01,54,31,1980,5305,6057
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-06-01,55,30,2024,4419,6241
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-07-01,56,31,1830,3776,5687
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-08-01,57,31,254,1203,797
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-09-01,58,30,274,1306,864
IDARADO2,OIL,LSS,42-317-40741,8201,7562,"VENCER ENERGY, LLC",MCMURRY-CRIM 80 208HL,2022-10-01,59,31,366,1407,1165
IDARADO2,OIL,LSS,42-317-43607,8312,10421,EXXON,STRAIN 19 UNIT 1 1922SH,2022-07-01,1,31,8506,12444,16248
IDARADO2,OIL,LSS,42-317-43607,8312,10421,EXXON,STRAIN 19 UNIT 1 1922SH,2022-08-01,2,31,11376,14963,21722
IDARADO2,OIL,LSS,42-317-43607,8312,10421,EXXON,STRAIN 19 UNIT 1 1922SH,2022-09-01,3,30,12188,15960,23295
IDARADO2,OIL,LSS,42-317-43607,8312,10421,EXXON,STRAIN 19 UNIT 1 1922SH,2022-10-01,4,31,10781,16223,20625
IDARADO2,OIL,LSS,42-317-43607,8312,10421,EXXON,STRAIN 19 UNIT 1 1922SH,2022-11-01,5,30,9021,17061,17274
IDARADO2,OIL,LSS,42-317-44122,8146,10811,EXXON,DIRE WOLF UNIT 1 0424SH,2022-09-01,1,30,1638,1662,0
IDARADO2,OIL,LSS,42-317-44122,8146,10811,EXXON,DIRE WOLF UNIT 1 0424SH,2022-10-01,2,31,12945,12803,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-04-01,1,30,5223,2625,2826
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-05-01,2,31,40663,21173,43073
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-06-01,3,30,35971,24546,38523
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-07-01,4,31,32525,11714,35216
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-08-01,5,31,16413,2434,17970
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-09-01,6,30,18443,1346,20416
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-10-01,7,31,21962,10628,24579
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-11-01,8,30,18618,8351,21066
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2019-12-01,9,31,17559,8457,20087
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-01-01,10,31,17123,8834,19808
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-02-01,11,29,14093,9128,16480
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-03-01,12,31,6261,2662,7401
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-04-01,13,30,22997,10187,27482
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-05-01,14,31,31185,17614,37678
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-06-01,15,30,20872,13960,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-07-01,16,31,16330,12121,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-08-01,17,31,14226,11184,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-09-01,18,30,10647,9664,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-10-01,19,31,10373,7646,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-11-01,20,30,8265,5860,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2020-12-01,21,31,8155,5641,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-01-01,22,31,6622,3930,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-02-01,23,28,3934,2418,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-03-01,24,31,1639,2518,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-04-01,25,30,5289,2069,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-05-01,26,31,4111,2395,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-06-01,27,30,6349,3696,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-07-01,28,31,2445,1304,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-08-01,29,31,6223,5847,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-09-01,30,30,8041,5191,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-10-01,31,31,7017,4826,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-11-01,32,30,8088,5547,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2021-12-01,33,31,5396,3633,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-01-01,34,31,5728,2872,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-02-01,35,28,3714,1960,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-03-01,36,31,1036,199,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-04-01,37,30,64,231,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-05-01,38,31,38,176,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-06-01,39,30,11454,9919,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-07-01,40,31,12781,12826,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-08-01,41,31,11452,1865,0
IDARADO2,OIL,LSS,42-317-41438,8035,9864,LARIO OIL & GAS COMPANY,DOOLITTLE 4 101,2022-09-01,42,30,5666,5706,0
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-07-01,1,31,20534,39663,33702
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-08-01,2,31,13644,37315,22444
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-09-01,3,30,10923,43641,18010
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-10-01,4,31,9259,47033,15300
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-11-01,5,30,7413,43955,12276
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2021-12-01,6,31,7083,46566,11758
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-01-01,7,31,5135,36205,8544
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-02-01,8,28,4074,27582,6792
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-03-01,9,31,4226,33339,7062
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-04-01,10,30,2982,27924,4994
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-05-01,11,31,3089,29479,5184
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-06-01,12,30,2790,27824,4693
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-07-01,13,31,3053,32015,5147
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-08-01,14,31,2363,25182,3993
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-09-01,15,30,2716,28273,4600
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-10-01,16,31,2601,28212,4416
IDARADO2,OIL,LSS,42-317-42468,7983,10346,EXXON,DARK STAR UNIT 1 2124SH,2022-11-01,17,30,2193,28862,3732
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2021-08-01,1,31,8752,5015,3070
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2021-09-01,2,30,17169,13130,36762
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2021-10-01,3,31,16892,12730,35153
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2021-11-01,4,30,15853,11953,32063
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2021-12-01,5,31,10888,9019,21403
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-01-01,6,31,19982,13329,38157
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-02-01,7,28,16748,12633,31110
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-03-01,8,31,9587,9306,17325
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-04-01,9,30,14794,10660,25983
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-05-01,10,31,13385,11912,22848
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-06-01,11,30,6488,7463,10763
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-07-01,12,31,2650,705,4273
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-08-01,13,31,10081,1282,15790
IDARADO2,OIL,LSS,42-317-42304,8068,9829,LARIO OIL & GAS COMPANY,DOOLITTLE 10 202,2022-09-01,14,30,8668,6887,13195
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-05-01,1,31,1089,439,2413
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-06-01,2,30,24080,18410,56559
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-07-01,3,31,21427,25412,50639
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-08-01,4,31,13989,18164,33268
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-09-01,5,30,8624,14054,20636
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-10-01,6,31,6776,10529,16314
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-11-01,7,30,6306,7914,15277
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2018-12-01,8,31,5890,12663,14358
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-01-01,9,31,4782,11520,11729
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-02-01,10,28,3156,8876,7786
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-03-01,11,31,4177,7521,10367
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-04-01,12,30,4459,8950,11137
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-05-01,13,31,3841,6167,9651
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-06-01,14,30,3737,7261,9448
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-07-01,15,31,3232,6079,8223
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-08-01,16,31,4532,8553,11603
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-09-01,17,30,4055,8851,10446
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-10-01,18,31,4063,8084,10530
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-11-01,19,30,3325,7239,8671
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2019-12-01,20,31,2700,6330,7085
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-01-01,21,31,3113,7086,8219
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-02-01,22,29,2507,6209,6659
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-03-01,23,31,2476,6003,6616
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-04-01,24,30,2232,6772,6001
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-05-01,25,31,2324,5450,6288
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-06-01,26,30,2001,5001,5448
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-07-01,27,31,1797,4926,4922
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-08-01,28,31,1983,4463,5465
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-09-01,29,30,1887,3823,5234
IDARADO2,OIL,LSS,42-317-40941,8191,7450,"VENCER ENERGY, LLC",MCMURRY-CRIM 50 205HL,2020-10-01,30,31,1724,3154,4812
