WellName,TotalProdMonths,OIL_BBL
DARK STAR UNIT 1 2102BH,8,3515.031228485837
DARK STAR UNIT 1 2102BH,9,2550.601311162245
DARK STAR UNIT 1 2102BH,10,2241.986431180817
DARK STAR UNIT 1 2102BH,11,2102.79660859264
DARK STAR UNIT 1 2102BH,12,1534.3203230148044
DARK STAR UNIT 1 2102BH,13,1539.0340567260637
DARK STAR UNIT 1 2102BH,14,1437.8773312824455
DARK STAR UNIT 1 2102BH,15,1523.950108850035
DARK STAR UNIT 1 2102BH,16,1180.3189212992538
DARK STAR UNIT 1 2102BH,17,1403.2942382875085
DARK STAR UNIT 1 2102BH,18,1301.933251049736
DARK STAR UNIT 1 2102BH,19,1135.3970390309555
HALSEY 101WB,1,2257.9509666732347
HALSEY 101WB,2,10299.054915474831
HALSEY 101WB,3,8864.28502249281
HALSEY 101WB,4,4968.575076785036
HALSEY 101WB,5,1780.7760771334772
HALSEY 101WB,6,6512.861924974979
HALSEY 101WB,7,5388.015188909557
HALSEY 101WB,8,4548.898069325282
HALSEY 101WB,9,3806.163508989888
HALSEY 101WB,10,3631.097856253068
HALSEY 101WB,11,3800.9179694240256
HALSEY 101WB,12,3428.044711768065
HALSEY 101WB,23,1061.172654174
HALSEY 101WB,30,1632.9364668530209
HALSEY 101WB,31,1521.8833179150984
HALSEY 101WB,32,1370.608725273771
HALSEY 101WB,33,1915.671049453014
HALSEY 101WB,34,1710.7227422861513
HALSEY 101WB,35,1423.114884218518
HALSEY 101WB,36,1552.848922449061
HALSEY 101WB,37,1144.2044691729925
HALSEY 101WB,38,447.3695886885658
HALSEY 101WB,39,1958.955211419068
HALSEY 101WB,40,2057.82517168789
HALSEY 101WB,41,1614.7801315169872
HALSEY 101WB,42,1387.9697691272386
HALSEY 101WB,43,1109.685434610542
HALSEY 101WB,44,1350.8110436864831
HALSEY 101WB,45,1463.5055388756598
HALSEY 101WB,46,1279.742443116732
HALSEY 101WB,47,1218.014287193291
HALSEY 101WB,48,1306.1393518997825
HALSEY 101WB,49,1151.81896209118
HALSEY 101WB,50,926.212414772307
HALSEY 101WB,51,1.0152657224250154
HALSEY 101WB,52,0.524553956586258
HALSEY 101WB,53,0.5076328612125077
HALSEY 101WB,56,
